timestamp,source_ip,destination_ip,user,action,status,is_attack
2024-01-15 18:45:00,8.8.8.8,10.0.0.5,carol,login,success,1
2024-01-15 18:45:17,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 18:46:54,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 18:48:41,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 18:49:00,1.1.1.1,10.0.0.5,carol,login,success,1
2024-01-15 18:57:05,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 18:58:00,9.9.9.9,10.0.0.5,dave,login,success,1
2024-01-15 18:59:04,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 19:01:00,185.228.168.9,10.0.0.5,dave,login,success,1
2024-01-15 19:02:00,9.9.9.9,10.0.0.5,carol,login,success,1
2024-01-15 19:03:24,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 19:03:56,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 19:08:00,185.228.168.9,10.0.0.5,carol,login,success,1
2024-01-15 19:11:26,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 19:13:00,9.9.9.9,10.0.0.5,carol,login,success,1
2024-01-15 19:15:00,103.86.96.100,10.0.0.5,carol,login,success,1
2024-01-15 19:17:10,192.168.1.17,10.0.0.5,heidi,login,failed,0
2024-01-15 19:19:52,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 19:21:00,103.86.96.100,10.0.0.5,dave,login,success,1
2024-01-15 19:21:26,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 19:25:51,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 19:26:00,185.228.168.9,10.0.0.5,dave,login,success,1
2024-01-15 19:26:13,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 19:28:04,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 19:28:30,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 19:29:33,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 19:30:05,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 19:32:08,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 19:42:02,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 19:42:30,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 19:44:31,192.168.1.12,10.0.0.5,carol,login,success,0
2024-01-15 19:48:06,192.168.1.17,10.0.0.5,heidi,login,success,0
2024-01-15 19:48:40,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 19:51:38,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 19:51:48,192.168.1.14,10.0.0.5,erin,login,success,0
2024-01-15 19:52:31,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 19:54:35,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 19:55:21,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 19:57:00,1.1.1.1,10.0.0.5,frank,login,failed,1
2024-01-15 19:57:05,1.1.1.1,10.0.0.5,frank,login,failed,1
2024-01-15 19:57:09,192.168.1.13,10.0.0.5,dave,login,success,0
2024-01-15 19:57:10,1.1.1.1,10.0.0.5,frank,login,failed,1
2024-01-15 19:57:15,1.1.1.1,10.0.0.5,frank,login,failed,1
2024-01-15 19:57:20,1.1.1.1,10.0.0.5,frank,login,failed,1
2024-01-15 19:57:25,1.1.1.1,10.0.0.5,frank,login,failed,1
2024-01-15 19:57:30,1.1.1.1,10.0.0.5,frank,login,success,1
2024-01-15 19:57:34,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 19:57:44,192.168.1.11,10.0.0.5,bob,login,success,0
2024-01-15 19:58:04,192.168.1.16,10.0.0.5,grace,login,success,0
2024-01-15 19:59:14,192.168.1.15,10.0.0.5,frank,login,success,0
2024-01-15 19:59:48,192.168.1.10,10.0.0.5,alice,login,success,0
2024-01-15 20:02:00,185.228.168.9,10.0.0.5,frank,login,failed,1
2024-01-15 20:02:05,185.228.168.9,10.0.0.5,frank,login,failed,1
2024-01-15 20:02:10,185.228.168.9,10.0.0.5,frank,login,failed,1
2024-01-15 20:02:15,185.228.168.9,10.0.0.5,frank,login,failed,1
2024-01-15 20:02:20,185.228.168.9,10.0.0.5,frank,login,failed,1
2024-01-15 20:02:25,185.228.168.9,10.0.0.5,frank,login,failed,1
2024-01-15 20:02:30,185.228.168.9,10.0.0.5,frank,login,failed,1
2024-01-15 20:02:35,185.228.168.9,10.0.0.5,frank,login,success,1
2024-01-15 22:45:00,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 22:45:05,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 22:45:10,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 22:45:15,9.9.9.9,10.0.0.5,grace,login,failed,1
2024-01-15 22:45:20,9.9.9.9,10.0.0.5,grace,login,success,1
2024-01-15 23:49:00,9.9.9.9,10.0.0.5,heidi,login,failed,1
2024-01-15 23:49:05,9.9.9.9,10.0.0.5,heidi,login,failed,1
2024-01-15 23:49:10,9.9.9.9,10.0.0.5,heidi,login,failed,1
2024-01-15 23:49:15,9.9.9.9,10.0.0.5,heidi,login,failed,1
2024-01-15 23:49:20,9.9.9.9,10.0.0.5,heidi,login,failed,1
2024-01-15 23:49:25,9.9.9.9,10.0.0.5,heidi,login,failed,1
2024-01-15 23:49:30,9.9.9.9,10.0.0.5,heidi,login,failed,1
2024-01-15 23:49:35,9.9.9.9,10.0.0.5,heidi,login,failed,1
2024-01-15 23:49:40,9.9.9.9,10.0.0.5,heidi,login,success,1
2024-01-15 23:59:00,103.86.96.100,10.0.0.5,bob,login,failed,1
2024-01-15 23:59:05,103.86.96.100,10.0.0.5,bob,login,failed,1
2024-01-15 23:59:10,103.86.96.100,10.0.0.5,bob,login,failed,1
2024-01-15 23:59:15,103.86.96.100,10.0.0.5,bob,login,failed,1
2024-01-15 23:59:20,103.86.96.100,10.0.0.5,bob,login,failed,1
2024-01-15 23:59:25,103.86.96.100,10.0.0.5,bob,login,failed,1
2024-01-15 23:59:30,103.86.96.100,10.0.0.5,bob,login,failed,1
2024-01-15 23:59:35,103.86.96.100,10.0.0.5,bob,login,success,1
